date,portfolio_value,benchmark_value,marked_open_risk_percent,capital_invested_percent
2005-08-09,100142.0,120936.79,0.9991,38.16
2005-08-10,99800.68,119539.23,1.0025,37.95
2005-08-11,99890.72,120344.53,0.5,8.47
2005-08-12,100294.6,123435.26,0.498,8.84
2005-08-15,100762.86,124762.03,0.9933,17.25
2005-08-16,100348.8,122988.22,0.9974,16.91
2005-08-17,100521.89,123617.56,0.9957,17.05
2005-08-18,100149.88,121811.66,0.9994,16.74
2005-08-19,100003.35,121373.92,1.0009,16.62
2005-08-22,99946.87,120614.76,1.0014,16.57
2005-08-23,99972.69,121149.44,1.0012,16.59
2005-08-24,99983.79,121182.64,1.0011,16.6
2005-08-25,100093.04,121656.28,1.0,16.69
2005-08-26,99911.19,120966.22,1.0018,16.54
2005-08-29,99943.8,121858.87,1.0015,16.57
2005-08-30,100362.21,122908.56,0.9973,16.92
2005-08-31,100602.91,123990.5,0.9949,17.12
2005-09-01,100484.41,123580.1,0.9961,17.02
2005-09-02,100343.03,123235.23,0.9975,16.9
2005-09-06,100906.07,125472.07,0.9919,17.37
2005-09-07,101142.31,127054.9,0.9896,17.56
2005-09-08,101458.03,128041.99,1.4848,30.81
2005-09-09,102027.09,130016.08,1.4765,31.19
2005-09-12,102424.21,131044.51,1.9681,59.57
2005-09-13,102494.74,131526.82,1.9985,61.19
2005-09-14,101645.16,129263.69,2.0152,60.86
2005-09-15,101818.6,129862.42,2.0117,60.93
2005-09-16,102064.29,130667.17,2.0069,61.02
2005-09-19,102266.53,131301.43,2.0029,61.1
2005-09-20,102494.25,132344.41,1.4698,32.11
2005-09-21,102387.13,131402.25,1.4713,32.04
2005-09-22,102085.16,130604.8,1.4757,31.84
2005-09-23,102638.94,132290.99,1.4677,32.21
2005-09-26,102786.0,132846.26,1.4656,32.3
2005-09-27,102723.31,132602.68,1.4665,32.26
2005-09-28,101968.44,130522.45,1.4774,31.76
2005-09-29,102556.84,132689.06,1.4689,32.15
2005-09-30,103186.67,134615.84,1.4599,32.57
2005-10-03,103696.7,136134.18,1.4527,32.9
2005-10-04,103098.16,134189.16,1.4612,32.51
2005-10-05,102591.19,132034.26,1.4684,32.17
2005-10-06,102442.48,131121.48,1.4705,32.08
2005-10-07,102261.31,130641.4,1.4731,31.96
2005-10-10,101753.41,128836.05,1.4805,31.62
2005-10-11,101720.01,128694.47,0.497,13.43
2005-10-12,101490.99,126649.21,0.4981,13.24
2005-10-13,101516.76,129129.73,0.0,0.0
2005-10-14,101516.76,129513.71,0.0,0.0
2005-10-17,101516.76,130430.75,0.0,0.0
2005-10-18,101516.76,128682.94,0.0,0.0
2005-10-19,101516.76,131424.74,0.0,0.0
2005-10-20,101516.76,131294.11,0.0,0.0
2005-10-21,101380.24,134962.34,0.5006,5.92
2005-10-24,101603.63,137890.82,0.9983,13.34
2005-10-25,101492.13,137345.32,0.9994,13.24
2005-10-26,101774.13,137851.89,0.9967,13.48
2005-10-27,101548.66,135418.8,0.9989,13.29
2005-10-28,101556.06,136581.13,0.9988,13.3
2005-10-31,102190.2,141223.05,0.9926,13.84
2005-11-01,102334.67,141577.45,0.9912,13.96
2005-11-02,102605.4,145251.68,0.9886,14.18
2005-11-03,102930.95,147108.53,1.4933,32.8
2005-11-04,102932.1,146651.97,1.9924,49.38
2005-11-07,102969.75,146442.39,1.9916,49.4
2005-11-08,102826.21,145198.41,1.9944,49.33
2005-11-09,102659.96,145579.49,1.9976,49.25
2005-11-10,103356.64,146721.34,1.9842,49.59
2005-11-11,103494.27,147471.88,1.9815,49.66
2005-11-14,103617.14,148662.28,1.9792,49.72
2005-11-15,103468.47,148672.19,1.982,49.64
2005-11-16,104014.67,150953.87,1.9716,49.91
2005-11-17,104494.35,152975.89,1.9626,50.14
2005-11-18,104563.94,152774.4,1.9613,50.17
2005-11-21,104943.95,154628.25,1.9542,50.35
2005-11-22,105414.79,157312.54,1.9454,50.57
2005-11-23,105768.3,158394.66,1.9389,50.74
2005-11-25,106186.94,160748.34,1.9313,50.93
2005-11-28,105824.32,159955.49,1.9379,50.76
2005-11-29,105113.5,154842.04,1.951,50.43
2005-11-30,104968.96,155204.81,1.9537,50.36
2005-12-01,106098.17,159466.89,1.9329,50.89
2005-12-02,106353.31,160559.83,1.9283,51.01
